Station_ID,lat,long
3114005,3.18245,101.7611833
3114113,3.193805556,101.6593611
3114114,3.166027778,101.7413056
3116003,3.151388889,101.6847222
3116006,3.183333333,101.6333333
3117006,3.22,101.6833333
3117070,3.153055556,101.7488889
3216007,3.2185,101.6328333
